,name,country,city,address,hotel.name,review,rating,impression,expectation,bert_impression
79,Drury Inn Suites Colorado Springs Near The Air Force Academy,US,Colorado Springs,1170 Interquest Pkwy,Drury Inn Suites Colorado Springs Near The Air Force Academy,This hotel has a great view of Pikes Peak. It's right up there with the rest of the Drury Hotels. Very clean. Friendly staff. There are a lot of restaurant options nearby. Unfortunately for me most of them are restaurants I have in my hometown.,5,positive,positive,positive
80,Drury Inn Suites Colorado Springs Near The Air Force Academy,US,Colorado Springs,1170 Interquest Pkwy,Drury Inn Suites Colorado Springs Near The Air Force Academy,This is a great hotel! Our first time staying at a Drury Inn but definitely won't be our last! The Hotel was in great condition. My kids loved the indoor/outdoor pool and the hot tub. The happy hour was amazing and had so much food...More,5,positive,positive,positive
81,Drury Inn Suites Colorado Springs Near The Air Force Academy,US,Colorado Springs,1170 Interquest Pkwy,Drury Inn Suites Colorado Springs Near The Air Force Academy,From the moment we checked in until we left two days later we had excellent service from everyone. Our room on the fifth floor had amazing views over the mountains. The room was very clean and everywhere in the hotel was clean and tidy. Brian...More,5,positive,positive,positive
82,Drury Inn Suites Colorado Springs Near The Air Force Academy,US,Colorado Springs,1170 Interquest Pkwy,Drury Inn Suites Colorado Springs Near The Air Force Academy,This is a new location and staff is friendly and attentive. I know what I'll get each time I stay and that is a good stay in a nice room. Food for breakfast and evening happy hour is good. This place is always clean and...More,4,positive,positive,positive
83,Drury Inn Suites Colorado Springs Near The Air Force Academy,US,Colorado Springs,1170 Interquest Pkwy,Drury Inn Suites Colorado Springs Near The Air Force Academy,"We have never stayed here before but decided to give it a try based on the reviews we read. The staff was amazing. The room is bright, clean, and comfortable. The free breakfast and happy hour, along with the popcorn was a bonus and helpful...More",5,positive,positive,positive
84,Drury Inn Suites Colorado Springs Near The Air Force Academy,US,Colorado Springs,1170 Interquest Pkwy,Drury Inn Suites Colorado Springs Near The Air Force Academy,"The hotel is clean, comfortable, cheap, has a small indoor/outdoor pool, large hot tub, provides extras like free breakfast, free dinner, free wi-fi, and free popcorn. The food wasn't great - a lot of mushy pasta at dinner - baked potatoes were good but the...More",1,negative,neutral,positive
85,Saddle Surrey Motel,US,Estes Park,1341 S Saint Vrain Ave,Saddle Surrey Motel,"I booked our room the night before we stayed after reading the reviews. Although it seemed a little pricey, it was the best price in the area for the busy season. We came after a day at RMNP. Great location, not in the middle of busy downtown Estes Park but close if you want to enjoy the town. It is... More",5,positive,positive,positive
86,Saddle Surrey Motel,US,Estes Park,1341 S Saint Vrain Ave,Saddle Surrey Motel,"We stayed here after traveling through Rocky Mountain Nat'l Park. Not a chain motel. The room was small, but very clean. Very friendly staff. Bed was very comfortable. Room had a microwave and refrigerator. TV was low def (not HD). Wifi was spotty and somewhat slow. Continental breakfast was light - sweet rolls, donuts, muffins, coffee, cereal - no orange... More",3,neutral,neutral,positive
87,Hampton Inn-macomb,US,Macomb,1639 E Jackson St,Hampton Inn-macomb,"nice clean hotel. Near WIU campus. Front desk very helpful, after traveling all day able to check into our room early. Rooms very clean Breakfast was nice, hot and plentiful not far from stores and places to eat dinner",4,positive,positive,positive
88,Hampton Inn-macomb,US,Macomb,1639 E Jackson St,Hampton Inn-macomb,"My daughter and I stayed at the Hampton Inn during a visit to WIU for Audition Day! Perfect Experience! Comfy, clean beds with fluffy comforters and great pillows. Totally updated bathroom with fine finishes. Breakfast was awesome and the dining area was so nice. We will be back again",5,positive,positive,positive
89,Pavilion Inn,US,San Jose,1280 N 4th Street,Pavilion Inn,MoreMore,3,neutral,neutral,neutral
90,Corporate Inn Sunnyvale,US,Sunnyvale,805 E El Camino Real,Corporate Inn Sunnyvale,Room was very clean and well appointed. Everything you need for an extended stay. Bed was very comfy. Front desk was extremely accommodating. I had a very late check-in due to another engagement and there was no issue. Highly recommend.,5,positive,positive,positive
91,"Marriott Vacation Club Pulse, San Diego",US,San Diego,701 A Street,"Marriott Vacation Club Pulse, San Diego","We were at the Club Pulse for just one night. Everything was perfect, staff at the front desk were very friendly and knowledgeable, everyone we ran into was professional and nice, the room was super comfy. We had a suite with a kitchenette (microwave, refrig with freezer unit, coffee maker, dishes, flatware, glasses for water and wine), 2 televisions - one in the bedroom the other in the living room. T",5,positive,positive,positive
92,"Marriott Vacation Club Pulse, San Diego",US,San Diego,701 A Street,"Marriott Vacation Club Pulse, San Diego",My wife and I stayed this past weekend at the Marriott Pulse. Nice hotel with great amenities. Good location in downtown San Diego. Only 4 blocks to the gaslamp district with many choices of restaurants in the area. 1 bedroom unit is a little small compared to other Vacation Club properties so would be tight if 4 are staying in one of these units.Thank you for taking the time to share your feedback and,4,positive,positive,positive
93,"Marriott Vacation Club Pulse, San Diego",US,San Diego,701 A Street,"Marriott Vacation Club Pulse, San Diego","We ended our San Diego stay here, with 4 nights. Staff was very friendly and accommodating. Room was comfortable, and, surprisingly, the pull out sofa bed was the most comfortable I have slept on. The fitness center was clean, and had a good variety of equipment. The parking fee is steep, but standard for a large city. Good luck going around the spiral getting in and out of the garage. Easy access to e",5,positive,positive,positive
94,"Marriott Vacation Club Pulse, San Diego",US,San Diego,701 A Street,"Marriott Vacation Club Pulse, San Diego","accused of smoking in my room. only young black kids in the hotel. ima 24 year old well put together chef. needed time away with my girlfriend. Managers and loss prevention kept harassing us. Sunday morning knocked on my door and walked in without my consent and literally said oh i though you were smoking in here and walked out. I was hearing noise all night which i complained about, but nobody did any",1,negative,negative,negative
95,"Marriott Vacation Club Pulse, San Diego",US,San Diego,701 A Street,"Marriott Vacation Club Pulse, San Diego",Stayed here September 2018 for 7 nights hotel was amazing and should be rated a 5 star plus everything was perfect fantastic rooms amazing staff first class facilities great location close to all local attractions would highly recommend.Our team appreciates your review and recommendation on TripAdvisor. We are happy you enjoyed your visit to the resort and look forward to welcoming you back again in th,5,positive,positive,positive
96,"Marriott Vacation Club Pulse, San Diego",US,San Diego,701 A Street,"Marriott Vacation Club Pulse, San Diego","My wife and I stayed here with our 2 grandchildren for 5 days in April. The room amenities are very nice with very comfortable bedding and living area. The Kitchen area is small, however, with a small mini refrigerator and microwave so if you are planning to eat many meals in your room, this is not the hotel for that. We walked to Little Italy, the Gas Lamp area, PETCO Park and to the USS Midway. Very ",5,positive,positive,positive
